Id Employee,Age,Attrition,Daily Rate,Distance From Home,Education,Employee Number,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,Job Role,Job Satisfaction,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Training Times Last Year,Work Life Balance,Years At Company,Years Since Last Promotion,Years With Currmanager,Date Birth,Remote Work,Business Travel,Education Field,Marital Status,Over Time,Monthly Income,Total Working Years
795,29.0,No,798.0,13.0,2,"2053,0",4,Male,46.0,2,2,Laboratory technician,2,23679,4,13,"3,0",1,1,2,"3,0",4,0,3,1994,No,Travel Rarely,Other,Unknown,Unknown,6477.69,10.0
796,34.0,No,798.0,8.0,3,"2068,0",2,Male,82.0,4,2,Laboratory technician,3,10228,2,12,"3,0",1,0,3,"4,0",4,1,2,1989,Yes,Unknown,Unknown,Unknown,No,4404.0,11.0
797,27.0,No,591.0,2.0,1,"7,0",1,Male,40.0,3,1,Laboratory technician,2,16632,9,12,"3,0",4,1,3,"3,0",2,2,2,1996,No,Travel Rarely,Unknown,Married,No,6477.69,6.0
798,31.0,No,670.0,26.0,1,"16,0",1,Male,66.0,3,1,Research scientist,3,15170,1,17,"3,0",4,1,1,"2,0",5,4,3,1992,Yes,Unknown,Unknown,Divorced,Unknown,6477.69,5.0
799,34.0,No,1346.0,7.0,2,"18,0",2,Male,93.0,3,1,Laboratory technician,4,8758,0,11,"3,0",3,1,2,"3,0",2,1,2,1989,Yes,Travel Rarely,Unknown,Divorced,Unknown,6477.69,3.0
800,28.0,Yes,103.0,24.0,3,"19,0",3,Male,50.0,2,1,Laboratory technician,3,12947,5,14,"3,0",2,0,4,"3,0",4,0,3,1995,Yes,Travel Rarely,Life sciences,Single,Yes,6477.69,6.0
801,32.0,No,334.0,5.0,2,"21,0",1,Male,80.0,4,1,Research scientist,2,15053,0,12,"3,0",4,2,5,"2,0",6,0,5,1991,Yes,Travel Rarely,Unknown,Divorced,Yes,6477.69,7.0
802,38.0,No,371.0,2.0,3,"24,0",4,Male,45.0,3,1,Research scientist,4,4306,5,11,"3,0",3,0,3,"3,0",3,1,2,1985,Yes,Unknown,Life sciences,Single,Yes,3944.0,6.0
803,24.0,No,673.0,11.0,2,"26,0",1,Female,96.0,4,2,Manufacturing director,3,8232,0,18,"3,0",4,1,5,"2,0",4,1,3,1999,Yes,Unknown,Unknown,Unknown,No,6477.69,5.0
804,34.0,Yes,699.0,6.0,1,"31,0",2,Male,83.0,3,1,Research scientist,1,17102,2,11,"3,0",3,0,2,"3,0",4,1,3,1989,Yes,Unknown,Unknown,Single,No,2960.0,11.0
805,32.0,Yes,798.0,16.0,1,"33,0",2,Female,72.0,1,1,Research scientist,1,4681,1,22,"3,0",2,0,5,"3,0",10,6,7,1991,No,Travel Frequently,Unknown,Unknown,Unknown,6477.69,11.0
806,46.0,No,705.0,2.0,4,"38,0",2,Female,83.0,3,5,Manager,1,22822,3,12,"3,0",4,0,2,"2,0",2,2,1,1977,No,Travel Rarely,Marketing,Single,Unknown,18947.0,22.0
807,44.0,No,1459.0,10.0,4,"40,0",4,Male,41.0,3,2,Healthcare representative,4,19121,2,13,"3,0",4,0,5,"4,0",4,1,3,1979,No,Unknown,Other,Married,Unknown,6465.0,11.0
808,50.0,Yes,798.0,3.0,2,"47,0",1,Male,86.0,2,1,Sales representative,3,3810,1,14,"3,0",3,0,2,"3,0",3,0,2,1973,Yes,Travel Rarely,Unknown,Married,Unknown,2683.0,3.0
809,35.0,No,890.0,2.0,3,"49,0",4,Female,97.0,3,1,Sales representative,4,9687,1,13,"3,0",1,0,3,"3,0",2,2,2,1988,Yes,Unknown,Marketing,Married,No,2014.0,2.0
810,28.0,Yes,1434.0,5.0,4,"65,0",3,Male,50.0,3,1,Laboratory technician,3,11179,1,13,"3,0",3,0,3,"2,0",2,2,2,1995,Yes,Unknown,Unknown,Single,Yes,3441.0,2.0
811,26.0,No,1443.0,7.0,3,"72,0",22,Female,47.0,2,2,Sales executive,4,21436,7,19,"3,0",3,1,2,"2,0",2,0,0,1997,No,Unknown,Unknown,Married,Yes,6477.69,5.0
812,35.0,No,1142.0,7.0,4,Unknown,3,Female,30.0,3,1,Laboratory technician,1,16002,3,15,"3,0",3,1,3,"3,0",2,2,2,1988,No,Travel Rarely,Unknown,Unknown,Yes,6477.69,4.0
813,35.0,No,664.0,7.0,3,"88,0",2,Male,79.0,3,1,Research scientist,1,5868,4,13,"3,0",4,1,2,"2,0",3,1,2,1988,Yes,Unknown,Medical,Married,No,6477.69,5.0
814,37.0,No,397.0,7.0,4,"102,0",1,Male,30.0,3,3,Research director,3,25258,4,13,"3,0",1,0,3,"4,0",5,0,2,1986,Yes,Travel Rarely,Medical,Unknown,Unknown,13664.0,11.0
815,46.0,No,798.0,7.0,2,"103,0",38,Male,80.0,3,2,Human resources,2,10425,8,22,"4,0",4,1,2,"3,0",4,0,2,1977,Yes,Travel Rarely,Medical,Divorced,Yes,5021.0,11.0
816,34.0,No,1153.0,1.0,2,"110,0",1,Male,94.0,3,2,Manufacturing director,2,17736,1,15,"3,0",3,0,2,"3,0",5,1,3,1989,Yes,Travel Rarely,Medical,Married,No,6477.69,11.0
817,51.0,No,432.0,9.0,4,"116,0",4,Male,96.0,3,1,Laboratory technician,4,18725,3,23,"4,0",2,2,4,"3,0",4,0,3,1972,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,10.0
818,24.0,No,1353.0,3.0,2,"128,0",1,Female,33.0,3,2,Sales executive,3,17519,0,21,"4,0",1,1,2,"2,0",3,0,2,1999,Yes,Travel Rarely,Other,Married,No,6477.69,4.0
819,44.0,No,489.0,23.0,3,"132,0",2,Male,66.0,3,2,Laboratory technician,2,25043,4,12,"3,0",3,1,3,"4,0",3,1,2,1979,Yes,Unknown,Unknown,Married,Unknown,6477.69,11.0
820,37.0,Yes,807.0,6.0,4,"133,0",3,Male,63.0,3,1,Human resources,1,23648,4,22,"4,0",4,0,3,"3,0",3,0,2,1986,Yes,Travel Rarely,Human resources,Divorced,Unknown,6477.69,11.0
821,59.0,No,1420.0,2.0,4,Unknown,3,Female,32.0,2,5,Manager,4,21922,9,21,"4,0",4,1,3,"3,0",3,2,2,1964,No,Non Travel,Human resources,Unknown,No,18844.0,11.0
822,25.0,No,1280.0,7.0,1,"143,0",4,Male,66.0,2,1,Research scientist,4,26897,1,11,"3,0",3,2,2,"3,0",2,2,1,1998,Yes,Unknown,Unknown,Married,No,6477.69,11.0
823,43.0,No,957.0,7.0,3,"171,0",2,Female,72.0,4,1,Research scientist,3,16090,4,12,"3,0",4,0,2,"3,0",3,1,2,1980,Yes,Unknown,Medical,Single,Unknown,4739.0,11.0
824,50.0,No,809.0,12.0,3,Unknown,3,Female,77.0,3,3,Sales executive,4,6645,4,11,"3,0",4,0,3,"3,0",2,2,1,1973,No,Travel Frequently,Unknown,Single,No,6477.69,16.0
825,31.0,Yes,542.0,20.0,3,"175,0",2,Female,71.0,1,2,Sales executive,3,24788,3,11,"3,0",3,1,2,"3,0",2,2,2,1992,Yes,Travel Rarely,Unknown,Unknown,Yes,6477.69,4.0
826,36.0,No,216.0,6.0,2,"178,0",2,Male,84.0,3,2,Manufacturing director,2,2819,6,20,"4,0",4,2,0,"3,0",3,0,1,1987,No,Unknown,Medical,Divorced,No,6477.69,7.0
827,51.0,Yes,1150.0,7.0,4,"179,0",1,Male,53.0,1,3,Manufacturing director,4,25150,2,15,"3,0",4,0,2,"3,0",4,0,3,1972,No,Travel Frequently,Unknown,Unknown,Unknown,10650.0,18.0
828,25.0,No,798.0,28.0,3,Unknown,1,Male,41.0,2,2,Sales executive,3,24835,2,18,"3,0",4,0,3,"3,0",2,2,2,1998,No,Unknown,Life sciences,Unknown,Unknown,6477.69,11.0
829,38.0,No,364.0,3.0,5,"193,0",4,Female,32.0,3,2,Research scientist,3,2302,3,20,"4,0",2,0,2,"3,0",3,2,2,1985,No,Travel Rarely,Technical degree,Unknown,Yes,4317.0,19.0
830,30.0,No,201.0,5.0,3,"197,0",4,Female,84.0,3,1,Research scientist,1,10415,5,14,"3,0",4,1,3,"3,0",3,2,2,1993,Yes,Travel Rarely,Technical degree,Divorced,No,6477.69,8.0
831,22.0,No,1256.0,7.0,1,Unknown,36,Male,80.0,3,1,Research scientist,4,11992,1,24,"4,0",1,2,6,"3,0",2,2,2,2001,Yes,Unknown,Medical,Married,No,6477.69,2.0
832,27.0,No,691.0,9.0,3,"218,0",4,Male,57.0,3,1,Research scientist,2,5970,6,18,"3,0",4,1,1,"1,0",2,2,2,1996,Yes,Non Travel,Medical,Unknown,Unknown,2024.0,11.0
833,28.0,No,440.0,21.0,3,"221,0",3,Male,42.0,3,1,Research scientist,4,6672,1,11,"3,0",3,1,2,"1,0",5,0,2,1995,Yes,Unknown,Medical,Married,No,6477.69,5.0
834,27.0,No,1157.0,17.0,3,"233,0",3,Male,51.0,3,1,Research scientist,2,13364,0,16,"3,0",4,1,3,"2,0",5,1,1,1996,Yes,Unknown,Unknown,Unknown,Unknown,3058.0,6.0
835,56.0,No,713.0,8.0,3,"241,0",3,Female,67.0,3,1,Research scientist,1,13939,4,18,"3,0",3,1,3,"3,0",2,2,2,1967,Yes,Travel Rarely,Life sciences,Divorced,Unknown,6477.69,11.0
836,38.0,No,798.0,9.0,2,"245,0",3,Female,75.0,3,1,Laboratory technician,4,6319,1,12,"3,0",3,0,3,"3,0",2,2,1,1985,Yes,Travel Rarely,Unknown,Single,Unknown,6477.69,11.0
837,31.0,No,140.0,12.0,1,"246,0",3,Female,95.0,3,1,Research scientist,4,6984,8,23,"4,0",3,1,0,"3,0",4,0,2,1992,Yes,Travel Rarely,Medical,Unknown,Unknown,3929.0,7.0
838,34.0,No,629.0,27.0,2,"247,0",4,Female,95.0,3,1,Research scientist,2,5711,2,15,"3,0",4,0,3,"3,0",3,1,2,1989,Yes,Travel Rarely,Medical,Unknown,No,6477.69,9.0
839,50.0,No,328.0,1.0,3,"249,0",3,Male,86.0,2,1,Laboratory technician,3,3425,2,15,"3,0",4,1,2,"2,0",3,0,2,1973,No,Unknown,Unknown,Unknown,Unknown,6477.69,11.0
840,53.0,No,1084.0,13.0,2,"250,0",4,Female,66.0,4,2,Manufacturing director,1,26250,1,11,"3,0",3,2,3,"3,0",4,1,3,1970,No,Unknown,Unknown,Divorced,No,6477.69,5.0
841,35.0,No,798.0,7.0,3,"269,0",2,Female,37.0,3,2,Laboratory technician,2,15986,5,11,"3,0",4,0,5,"3,0",6,1,2,1988,Yes,Travel Frequently,Medical,Single,Unknown,4425.0,11.0
842,27.0,No,472.0,1.0,1,Unknown,3,Male,60.0,2,2,Manufacturing director,1,9679,5,19,"3,0",3,1,1,"3,0",2,2,0,1996,No,Travel Frequently,Unknown,Married,Unknown,6477.69,11.0
843,40.0,No,905.0,7.0,2,Unknown,3,Male,99.0,3,2,Laboratory technician,4,16523,8,15,"3,0",3,1,2,"4,0",7,3,7,1983,Yes,Unknown,Unknown,Married,Unknown,6477.69,11.0
844,22.0,No,1136.0,7.0,3,Unknown,22,Male,60.0,4,1,Research scientist,2,12392,1,16,"3,0",1,1,2,"2,0",4,2,2,2001,No,Unknown,Life sciences,Unknown,Unknown,2328.0,4.0
845,40.0,No,1151.0,7.0,5,"287,0",4,Male,63.0,2,2,Healthcare representative,4,14242,9,14,"3,0",4,1,5,"1,0",3,0,2,1983,Yes,Unknown,Life sciences,Unknown,No,6477.69,5.0
846,46.0,No,644.0,1.0,4,"288,0",4,Male,66.0,3,3,Healthcare representative,1,12368,7,16,"3,0",3,1,3,"3,0",4,0,3,1977,Yes,Unknown,Unknown,Unknown,No,6477.69,17.0
847,30.0,Yes,1005.0,3.0,3,"297,0",4,Female,88.0,3,1,Research scientist,1,8556,5,11,"3,0",3,0,5,"3,0",5,0,4,1993,Yes,Unknown,Technical degree,Unknown,Yes,2657.0,8.0
848,29.0,Yes,992.0,1.0,3,Unknown,3,Male,85.0,3,1,Research scientist,3,19757,0,14,"3,0",4,0,1,"2,0",6,1,5,1994,No,Unknown,Unknown,Single,Unknown,6477.69,11.0
849,54.0,No,1147.0,3.0,3,"303,0",4,Female,52.0,3,2,Sales executive,1,17011,2,14,"3,0",4,1,4,"3,0",6,0,5,1969,No,Unknown,Unknown,Married,Unknown,5940.0,16.0
850,33.0,No,147.0,4.0,4,"305,0",3,Female,47.0,2,1,Research scientist,2,13248,6,21,"4,0",4,0,3,"3,0",3,1,1,1990,Yes,Travel Rarely,Unknown,Married,Unknown,2622.0,11.0
851,52.0,No,1323.0,2.0,3,"316,0",3,Female,89.0,2,1,Laboratory technician,4,3300,7,15,"3,0",2,0,3,"2,0",2,2,2,1971,Yes,Travel Rarely,Unknown,Single,Unknown,3212.0,11.0
852,59.0,No,818.0,6.0,2,Unknown,2,Male,66.0,3,1,Human resources,3,25657,8,17,"3,0",4,0,2,"2,0",2,2,2,1964,No,Travel Rarely,Medical,Married,Unknown,6477.69,11.0
853,32.0,Yes,515.0,1.0,3,Unknown,4,Male,62.0,2,1,Laboratory technician,3,9571,0,14,"3,0",4,0,2,"1,0",3,1,2,1991,Yes,Unknown,Unknown,Single,Unknown,6477.69,4.0
854,39.0,No,1431.0,7.0,4,"332,0",24,Female,96.0,3,1,Laboratory technician,3,15417,7,14,"3,0",3,3,1,"3,0",3,1,2,1984,No,Unknown,Medical,Divorced,No,6477.69,7.0
855,32.0,No,976.0,26.0,4,Unknown,3,Male,100.0,3,2,Sales executive,4,12069,0,18,"3,0",1,0,2,"3,0",3,2,2,1991,Yes,Non Travel,Marketing,Unknown,No,6477.69,4.0
856,31.0,No,1327.0,3.0,4,"337,0",2,Male,73.0,3,3,Research director,3,13523,9,12,"3,0",1,1,3,"3,0",2,2,2,1992,Yes,Unknown,Medical,Divorced,No,6477.69,11.0
857,33.0,No,832.0,5.0,4,"338,0",3,Female,63.0,2,1,Research scientist,4,14776,1,13,"3,0",3,1,2,"2,0",2,0,2,1990,Yes,Travel Rarely,Life sciences,Married,Unknown,2911.0,2.0
858,45.0,No,1199.0,7.0,4,"341,0",1,Male,77.0,4,2,Manufacturing director,3,5118,4,17,"3,0",4,1,1,"3,0",3,0,2,1978,Yes,Unknown,Life sciences,Unknown,Unknown,6477.69,9.0
859,42.0,No,916.0,17.0,2,"347,0",4,Female,82.0,4,2,Research scientist,1,23016,3,13,"3,0",3,0,1,"3,0",3,0,2,1981,Yes,Unknown,Unknown,Single,Yes,6477.69,11.0
860,29.0,No,1247.0,7.0,2,"349,0",4,Male,45.0,3,2,Sales executive,4,10732,2,14,"3,0",4,1,2,"3,0",3,0,2,1994,No,Unknown,Marketing,Divorced,No,6931.0,11.0
861,25.0,No,685.0,1.0,3,"350,0",1,Female,62.0,3,2,Manufacturing director,3,7505,0,12,"3,0",4,2,3,"3,0",4,1,2,1998,No,Travel Rarely,Unknown,Married,No,6477.69,5.0
862,32.0,No,128.0,2.0,1,"362,0",4,Male,84.0,2,2,Laboratory technician,1,19737,4,13,"3,0",4,0,5,"3,0",6,0,4,1991,No,Unknown,Unknown,Unknown,No,2176.0,9.0
863,28.0,No,1158.0,9.0,3,Unknown,4,Male,94.0,3,1,Research scientist,4,2613,1,23,"4,0",4,1,3,"3,0",5,0,4,1995,Yes,Travel Rarely,Unknown,Married,No,6477.69,11.0
864,21.0,No,996.0,3.0,2,"379,0",4,Male,100.0,2,1,Research scientist,3,10531,1,17,"3,0",1,0,4,"4,0",3,1,0,2002,No,Travel Rarely,Unknown,Single,No,3230.0,11.0
865,37.0,No,728.0,1.0,4,"380,0",1,Female,80.0,3,3,Research director,4,11677,2,18,"3,0",1,2,2,"3,0",5,0,2,1986,No,Non Travel,Medical,Divorced,Yes,6477.69,11.0
866,38.0,No,688.0,23.0,4,"393,0",4,Male,82.0,3,2,Healthcare representative,4,18899,9,14,"3,0",2,1,2,"3,0",2,1,2,1985,No,Travel Rarely,Life sciences,Unknown,Unknown,6477.69,11.0
867,26.0,Yes,1449.0,16.0,4,"394,0",1,Male,45.0,3,1,Laboratory technician,2,14180,2,13,"3,0",4,1,2,"3,0",3,0,2,1997,No,Travel Rarely,Medical,Divorced,Yes,6477.69,11.0
868,49.0,No,636.0,10.0,4,"396,0",3,Female,66.0,3,5,Research director,1,25594,9,11,"3,0",4,0,4,"3,0",3,1,2,1974,Yes,Unknown,Life sciences,Single,Yes,18665.0,11.0
869,31.0,No,444.0,5.0,3,Unknown,4,Female,84.0,3,1,Sales representative,2,3909,1,11,"3,0",3,1,5,"2,0",2,2,2,1992,Yes,Travel Frequently,Unknown,Divorced,Unknown,2789.0,2.0
870,37.0,No,889.0,9.0,3,"403,0",2,Male,53.0,3,1,Research scientist,4,11411,1,12,"3,0",3,3,3,"2,0",4,1,2,1986,No,Travel Frequently,Medical,Married,Unknown,6477.69,11.0
871,31.0,No,691.0,7.0,4,"423,0",11,Male,86.0,3,1,Research scientist,4,10077,0,12,"3,0",3,1,4,"3,0",5,0,3,1992,Yes,Travel Rarely,Unknown,Married,Unknown,6477.69,11.0
872,31.0,No,106.0,2.0,3,"424,0",1,Male,62.0,2,2,Human resources,1,17822,3,12,"3,0",4,0,1,"3,0",2,1,0,1992,No,Travel Rarely,Human resources,Unknown,No,6410.0,11.0
873,31.0,No,798.0,2.0,4,Unknown,3,Male,32.0,3,1,Research scientist,4,7747,0,18,"3,0",2,1,2,"1,0",2,2,2,1992,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,3.0
874,52.0,Yes,723.0,7.0,4,"433,0",17,Male,85.0,2,2,Research scientist,2,17747,2,15,"3,0",1,0,3,"2,0",8,7,7,1971,No,Unknown,Medical,Unknown,No,4941.0,11.0
875,28.0,Yes,1157.0,2.0,4,"440,0",1,Male,84.0,1,1,Research scientist,4,24737,5,13,"3,0",4,0,4,"2,0",3,2,2,1995,Yes,Unknown,Medical,Married,Yes,6477.69,11.0
876,47.0,No,1482.0,5.0,5,"447,0",4,Male,42.0,3,5,Research director,3,16375,4,11,"3,0",2,1,2,"3,0",3,1,1,1976,No,Travel Rarely,Unknown,Married,Unknown,6477.69,21.0
877,29.0,No,738.0,9.0,5,"455,0",2,Male,30.0,2,1,Laboratory technician,4,7621,0,17,"3,0",3,0,2,"3,0",3,2,2,1994,Yes,Unknown,Other,Unknown,No,3983.0,4.0
878,37.0,No,1192.0,5.0,2,"460,0",4,Male,61.0,3,2,Manufacturing director,4,23177,7,16,"3,0",3,2,2,"2,0",6,0,4,1986,Yes,Unknown,Medical,Unknown,No,6347.0,8.0
879,23.0,No,1309.0,26.0,1,"465,0",3,Male,83.0,3,1,Research scientist,4,16092,1,12,"3,0",3,2,2,"2,0",4,0,2,2000,No,Unknown,Unknown,Unknown,Unknown,2904.0,11.0
880,42.0,No,544.0,2.0,1,"470,0",3,Male,52.0,3,1,Human resources,3,24017,0,11,"3,0",3,1,5,"3,0",3,1,0,1981,No,Travel Rarely,Unknown,Divorced,Yes,2696.0,4.0
881,30.0,No,641.0,25.0,2,"475,0",4,Female,85.0,3,2,Sales executive,3,6069,7,12,"3,0",2,1,2,"4,0",2,2,2,1993,No,Unknown,Unknown,Unknown,Unknown,6477.69,4.0
882,21.0,Yes,756.0,7.0,1,"478,0",1,Female,99.0,2,1,Sales representative,2,9150,1,11,"3,0",3,0,3,"3,0",3,1,2,2002,Yes,Unknown,Unknown,Single,Unknown,2174.0,3.0
883,57.0,No,593.0,1.0,4,"482,0",4,Male,88.0,3,2,Healthcare representative,3,2967,2,11,"3,0",3,0,2,"3,0",3,1,2,1966,Yes,Travel Rarely,Medical,Unknown,No,6755.0,11.0
884,21.0,No,895.0,9.0,2,Unknown,1,Male,39.0,3,1,Sales representative,4,2851,1,24,"4,0",3,0,3,"2,0",3,2,2,2002,Yes,Unknown,Unknown,Single,Unknown,6477.69,3.0
885,31.0,No,408.0,9.0,4,Unknown,3,Male,42.0,2,1,Research scientist,2,7551,0,16,"3,0",4,0,5,"3,0",2,2,2,1992,Yes,Travel Rarely,Life sciences,Unknown,Unknown,2657.0,3.0
886,29.0,No,1283.0,7.0,3,"495,0",17,Male,54.0,3,1,Research scientist,4,18168,9,16,"3,0",4,0,4,"3,0",3,1,2,1994,No,Unknown,Unknown,Unknown,No,6477.69,6.0
887,27.0,No,1469.0,1.0,2,Unknown,4,Male,82.0,3,1,Laboratory technician,2,17881,1,11,"3,0",2,1,2,"3,0",5,0,4,1996,Yes,Travel Rarely,Unknown,Unknown,No,6477.69,5.0
888,49.0,No,1261.0,7.0,3,Unknown,2,Male,31.0,2,3,Healthcare representative,3,12066,8,24,"4,0",3,0,2,"3,0",5,0,0,1974,Yes,Travel Rarely,Other,Single,No,10965.0,11.0
889,36.0,No,329.0,2.0,3,"501,0",4,Female,96.0,3,1,Research scientist,3,11868,4,13,"3,0",2,1,3,"3,0",2,2,2,1987,Yes,Travel Rarely,Unknown,Married,No,2543.0,11.0
890,34.0,Yes,1362.0,19.0,3,"502,0",1,Male,67.0,4,2,Sales executive,4,4652,8,13,"3,0",2,0,3,"2,0",5,0,4,1989,Yes,Non Travel,Marketing,Unknown,Yes,5304.0,11.0
891,24.0,No,1371.0,10.0,4,"507,0",4,Female,77.0,3,2,Sales executive,3,5915,1,12,"3,0",4,1,2,"4,0",5,0,3,1999,Yes,Unknown,Marketing,Divorced,Yes,6477.69,11.0
892,42.0,No,201.0,1.0,4,"517,0",2,Female,66.0,3,1,Laboratory technician,1,20490,3,16,"3,0",2,1,5,"3,0",5,1,2,1981,Yes,Unknown,Unknown,Unknown,No,6477.69,8.0
893,54.0,No,821.0,5.0,2,"522,0",1,Male,86.0,3,5,Research director,1,8509,4,11,"3,0",3,1,4,"2,0",4,1,2,1969,No,Unknown,Medical,Married,Unknown,19406.0,24.0
894,34.0,No,1381.0,4.0,4,"523,0",3,Female,72.0,3,2,Sales executive,3,12740,9,15,"3,0",1,1,3,"3,0",3,1,2,1989,Yes,Unknown,Unknown,Married,No,6538.0,11.0
895,43.0,No,313.0,21.0,3,"525,0",4,Male,61.0,3,1,Laboratory technician,4,15238,7,20,"4,0",1,1,1,"3,0",3,1,2,1980,Yes,Unknown,Unknown,Unknown,Unknown,2258.0,11.0
896,43.0,No,1473.0,8.0,4,"526,0",3,Female,74.0,3,2,Healthcare representative,3,2227,4,14,"3,0",4,0,3,"3,0",5,0,2,1980,Yes,Travel Rarely,Other,Unknown,Yes,6477.69,11.0
897,31.0,No,329.0,1.0,2,"530,0",4,Male,98.0,2,1,Laboratory technician,1,16193,1,12,"3,0",3,1,3,"3,0",4,3,2,1992,No,Travel Rarely,Unknown,Married,No,2218.0,4.0
898,25.0,Yes,688.0,3.0,3,Unknown,1,Male,91.0,3,1,Laboratory technician,1,9396,5,13,"3,0",3,1,5,"3,0",2,0,2,1998,Yes,Travel Rarely,Medical,Married,No,6477.69,6.0
899,45.0,No,192.0,10.0,2,"544,0",1,Male,69.0,3,1,Research scientist,4,9655,3,21,"3,0",4,2,3,"2,0",2,0,2,1978,Yes,Unknown,Life sciences,Married,No,2654.0,8.0
900,52.0,No,1490.0,4.0,2,Unknown,4,Female,66.0,3,4,Manager,4,10310,2,13,"3,0",4,0,2,"1,0",5,1,4,1971,No,Travel Rarely,Life sciences,Married,No,6477.69,31.0
901,34.0,Yes,296.0,6.0,2,"555,0",4,Female,33.0,1,1,Sales representative,3,12253,0,16,"3,0",4,1,3,"2,0",2,1,0,1989,Yes,Travel Frequently,Unknown,Unknown,No,6477.69,3.0
902,26.0,No,1349.0,23.0,3,Unknown,1,Female,90.0,3,1,Research scientist,4,3032,1,22,"4,0",2,2,3,"1,0",3,0,2,1997,Yes,Travel Rarely,Life sciences,Divorced,No,6477.69,11.0
903,29.0,No,986.0,3.0,4,"564,0",2,Male,93.0,2,3,Research director,3,21526,1,18,"3,0",3,0,2,"3,0",10,0,7,1994,Yes,Unknown,Unknown,Unknown,No,11935.0,11.0
904,29.0,Yes,408.0,25.0,5,Unknown,3,Female,71.0,2,1,Research scientist,2,18300,5,16,"3,0",2,0,2,"4,0",2,1,1,1994,No,Unknown,Technical degree,Married,No,2546.0,6.0
905,46.0,No,1009.0,2.0,3,Unknown,1,Male,51.0,3,4,Research director,3,2288,6,13,"3,0",3,0,2,"1,0",3,0,1,1977,No,Unknown,Life sciences,Married,No,17861.0,11.0
906,46.0,No,1125.0,10.0,3,"580,0",3,Female,94.0,2,3,Sales executive,4,11563,2,19,"3,0",3,1,3,"3,0",3,1,2,1977,No,Unknown,Marketing,Unknown,Unknown,6477.69,15.0
907,30.0,No,413.0,7.0,1,"585,0",4,Male,57.0,3,1,Sales representative,2,18398,0,14,"3,0",1,0,3,"3,0",3,1,2,1993,Yes,Travel Rarely,Marketing,Single,Unknown,6477.69,11.0
908,34.0,Yes,988.0,23.0,3,Unknown,2,Female,43.0,3,3,Human resources,1,11533,9,15,"3,0",3,3,2,"3,0",3,0,2,1989,No,Travel Frequently,Unknown,Divorced,Yes,6477.69,11.0
909,42.0,No,1474.0,5.0,2,"591,0",2,Male,97.0,3,1,Laboratory technician,3,9260,4,17,"3,0",4,1,4,"3,0",2,2,0,1981,Yes,Unknown,Other,Married,No,6477.69,11.0
910,22.0,Yes,1368.0,7.0,1,"593,0",3,Male,99.0,2,1,Laboratory technician,3,9129,5,16,"3,0",3,0,3,"3,0",2,1,2,2001,Yes,Unknown,Technical degree,Single,No,3894.0,4.0
911,29.0,No,232.0,19.0,3,"611,0",4,Male,34.0,3,2,Manufacturing director,4,22645,4,12,"3,0",2,2,2,"4,0",3,1,2,1994,Yes,Travel Rarely,Technical degree,Divorced,No,4262.0,8.0
912,46.0,No,1034.0,18.0,1,"624,0",1,Female,86.0,3,3,Healthcare representative,3,8984,5,11,"3,0",4,0,3,"2,0",2,1,2,1977,Yes,Travel Frequently,Medical,Married,No,10527.0,11.0
913,32.0,Yes,1474.0,11.0,4,"631,0",4,Male,66.0,4,2,Sales executive,3,23914,8,12,"3,0",4,0,2,"3,0",4,1,2,1991,Yes,Unknown,Other,Unknown,Unknown,6477.69,11.0
914,24.0,No,798.0,24.0,3,"632,0",4,Male,38.0,3,1,Sales representative,4,5530,0,13,"3,0",3,2,3,"3,0",2,2,1,1999,No,Unknown,Medical,Unknown,No,2400.0,3.0
915,35.0,No,538.0,25.0,2,"652,0",1,Male,54.0,2,2,Laboratory technician,4,14004,4,14,"3,0",4,0,3,"3,0",3,0,2,1988,No,Travel Rarely,Unknown,Single,No,3681.0,11.0
916,42.0,No,622.0,2.0,4,"659,0",3,Female,81.0,3,2,Healthcare representative,4,5718,1,13,"3,0",2,2,4,"3,0",10,2,2,1981,Yes,Unknown,Life sciences,Married,No,6477.69,10.0
917,48.0,No,1236.0,1.0,4,"664,0",4,Female,40.0,2,4,Manager,1,17997,7,11,"3,0",1,1,3,"1,0",3,0,2,1975,Yes,Travel Rarely,Unknown,Married,No,6477.69,21.0
918,44.0,No,1112.0,1.0,4,"665,0",1,Female,50.0,2,2,Human resources,3,26894,4,11,"3,0",2,0,1,"4,0",2,0,2,1979,Yes,Travel Rarely,Unknown,Unknown,No,6477.69,10.0
919,34.0,No,204.0,14.0,3,"666,0",3,Female,31.0,3,1,Sales representative,3,2912,1,18,"3,0",4,2,3,"3,0",8,0,6,1989,Yes,Unknown,Unknown,Unknown,Yes,6477.69,8.0
920,21.0,No,1343.0,22.0,1,Unknown,3,Male,49.0,3,1,Sales representative,3,24444,1,11,"3,0",3,0,2,"3,0",3,1,2,2002,Yes,Unknown,Technical degree,Unknown,Unknown,3447.0,11.0
921,44.0,No,1315.0,3.0,4,"671,0",4,Male,35.0,3,5,Manager,4,9358,4,12,"3,0",1,1,2,"4,0",2,0,1,1979,Yes,Travel Rarely,Unknown,Unknown,Unknown,19513.0,26.0
